ID,MARCA,MODELO,COR,IDADE,SEXO,FATORSEGURO
521,VV,POLO,VERDE, 46,F,11.29
522,FIAT,UNO,BRANCO, 81,F,23.44
523,FIAT,MOBI,LARANJA, 20,F,3.77
524,HONDA,HRV,LARANJA, 62,M,5.92
525,VV,GOL,AZUL, 63,F,8.87
526,JEEP,RENEGADE,AZUL, 99,M,14.65
527,GM,ONIX,PRATA, 38,M,11.49
528,FIAT,CRONOS,PRETO, 59,M,4.83
529,JEEP,RENEGADE,AZUL, 57,M,8.36
530,HONDA,CITY,LARANJA, 80,F,7.27
531,JEEP,COMPASS,LARANJA, 47,M,6.98
532,HONDA,WRV,CINZA, 52,F,5.44
533,HONDA,HRV,PRATA, 40,F,6.73
534,FIAT,CRONOS,VERDE, 41,F,4.42
535,TOYOTA,HILUX,PRETO, 74,M,15.32
536,FIAT,ARGOS,PRATA, 77,F,9.47
537,FIAT,STRADA,CINZA, 85,M,21.25
538,VV,JETTA,VERDE, 92,F,18.89
539,VV,SAVEIRO,PRATA, 28,M,14.30
540,HONDA,FIT,VERDE, 32,F,4.77
541,JEEP,RENEGADE,PRETO, 50,M,8.94
542,FIAT,TORO,PRETO, 23,F,12.48
543,HONDA,ZRV,PRATA, 68,F,5.17
544,GM,ONIX,BRANCO, 55,M,16.07
545,GM,EQUINOX,CINZA, 60,M,7.48
546,VV,TCROSS,VERDE, 55,F,8.40
547,VV,GOL,BRANCO, 56,F,14.00
548,HONDA,ZRV,LARANJA, 36,M,4.71
549,FIAT,CRONOS,VERDE, 61,M,10.23
550,GM,TRAILBLAZER,AZUL, 73,F,6.85
551,HONDA,HRV,AZUL, 26,M,6.92
552,TOYOTA,COROLLACROSS,VERDE, 40,F,9.85
553,TOYOTA,COROLLACROSS,PRETO, 44,M,10.45
554,JEEP,COMPASS,AZUL, 74,M,8.41
555,GM,EQUINOX,LARANJA, 19,F,7.12
556,GM,TRACKER,VERDE, 27,M,8.34
557,FIAT,UNO,VERDE, 95,M,18.14
558,GM,EQUINOX,VERDE, 72,M,6.97
559,VV,VIRTUS,PRETO, 50,F,7.25
560,VV,TCROSS,VERDE, 35,M,9.08
561,GM,EQUINOX,AZUL, 50,F,5.64
562,GM,TRAILBLAZER,AZUL, 93,F,8.72
563,FIAT,CRONOS,AZUL, 84,M,6.26
564,VV,TCROSS,AZUL, 54,F,8.17
565,HONDA,CRV,LARANJA, 93,F,4.90
566,VV,JETTA,LARANJA, 51,F,11.59
567,TOYOTA,HILUX,AZUL, 40,M,12.52
568,FIAT,ARGOS,CINZA, 67,M,9.77
569,VV,VIRTUS,PRATA, 82,F,10.55
570,HYUNDAI,HB20,LARANJA, 61,F,10.75
571,FIAT,STRADA,PRETO, 30,F,14.62
572,HONDA,CRV,PRETO, 88,M,5.03
573,VV,JETTA,VERDE, 98,F,20.77
574,HONDA,FIT,CINZA, 98,F,9.15
575,VV,VIRTUS,AZUL, 72,F,7.93
576,FIAT,ARGOS,PRATA, 63,M,8.28
577,GM,S10,BRANCO, 82,F,26.53
578,FIAT,FASTBACK,LARANJA, 37,M,8.74
579,GM,TRACKER,PRETO, 51,F,7.49
580,FIAT,CRONOS,VERDE, 82,M,13.13
581,TOYOTA,COROLLACROSS,CINZA, 93,M,19.08
582,JEEP,RENEGADE,PRATA, 25,F,11.28
583,FIAT,UNO,LARANJA, 66,M,11.40
584,FIAT,MOBI,PRATA, 49,F,3.74
585,GM,TRAILBLAZER,VERDE, 61,M,6.31
586,TOYOTA,HILUX,CINZA, 92,M,23.72
587,FIAT,TORO,PRATA, 60,M,11.14
588,FIAT,MOBI,CINZA, 56,F,3.58
589,HONDA,CRV,PRATA, 96,M,6.02
590,VV,SAVEIRO,LARANJA, 90,F,15.79
591,VV,SAVEIRO,PRETO, 80,F,14.32
592,GM,SPIN,LARANJA, 61,M,3.33
593,GM,MONTANA,CINZA, 23,F,12.82
594,FIAT,UNO,VERDE, 25,M,13.43
595,HONDA,WRV,VERDE, 51,F,4.31
596,VV,TCROSS,PRETO, 62,M,9.39
597,HYUNDAI,HB20,BRANCO, 42,M,18.60
598,GM,ONIX,AZUL, 64,F,10.21
599,FIAT,UNO,BRANCO, 38,M,18.85
600,VV,GOL,BRANCO, 95,M,22.42
601,VV,TAOS,LARANJA, 47,F,10.60
602,HONDA,CRV,VERDE, 49,M,3.43
603,JEEP,RENEGADE,PRETO, 78,M,11.05
604,HONDA,CRV,PRETO, 54,F,3.22
605,JEEP,RENEGADE,PRETO, 89,M,13.01
606,FIAT,UNO,LARANJA, 87,M,15.28
607,GM,TRAILBLAZER,VERDE, 39,F,5.75
608,JEEP,RENEGADE,PRATA, 83,M,12.75
609,VV,VIRTUS,PRATA, 82,M,10.49
610,JEEP,COMMANDER,VERDE, 98,F,10.04
611,FIAT,MOBI,PRETO, 93,M,5.52
612,TOYOTA,HILUX,PRATA, 25,F,16.22
613,VV,TCROSS,LARANJA, 24,F,9.77
614,FIAT,CRONOS,CINZA, 32,F,5.95
615,TOYOTA,HILUX,PRETO, 62,F,13.17
616,HYUNDAI,HB20,AZUL, 74,F,12.49
617,HONDA,WRV,BRANCO, 27,F,8.34
618,GM,MONTANA,VERDE, 78,F,10.49
619,FIAT,ARGOS,LARANJA, 28,F,7.60
620,FIAT,CRONOS,BRANCO, 23,M,19.50
621,HONDA,WRV,VERDE, 76,M,5.59
622,VV,GOL,LARANJA, 49,F,7.98
623,FIAT,FASTBACK,LARANJA, 53,M,8.08
624,GM,TRAILBLAZER,PRETO, 99,F,10.35
625,HONDA,FIT,PRETO, 89,F,7.09
626,HONDA,FIT,PRETO, 60,F,4.57
627,HONDA,HRV,CINZA, 72,F,7.89
628,GM,S10,CINZA, 56,M,15.52
629,GM,EQUINOX,PRETO, 26,M,7.17
630,HONDA,FIT,CINZA, 74,M,6.70
631,VV,JETTA,PRETO, 88,F,18.35
632,TOYOTA,HILUX,VERDE, 29,F,13.87
633,FIAT,UNO,CINZA, 55,M,13.95
634,GM,MONTANA,VERDE, 88,M,12.46
635,VV,GOL,CINZA, 94,M,16.89
636,VV,GOL,AZUL, 36,F,8.54
637,GM,SPIN,CINZA, 35,M,4.38
638,TOYOTA,COROLLA,VERDE, 54,M,6.03
639,FIAT,TORO,PRATA, 20,F,13.68
640,FIAT,MOBI,VERDE, 56,F,3.08
641,JEEP,COMPASS,PRETO, 38,F,7.87
642,FIAT,PALIO,AZUL, 38,M,12.66
643,VV,GOL,VERDE, 70,F,9.65
644,TOYOTA,COROLLACROSS,VERDE, 44,M,9.93
645,TOYOTA,HILUX,PRETO, 52,F,12.96
646,TOYOTA,COROLLACROSS,AZUL, 19,F,12.41
647,HONDA,CIVIC,AZUL, 44,F,7.01
648,TOYOTA,YARIS,CINZA, 58,M,10.85
649,VV,VIRTUS,VERDE, 49,M,7.33
650,JEEP,RENEGADE,CINZA, 50,M,10.44
651,GM,TRACKER,CINZA, 68,F,9.55
652,GM,MONTANA,CINZA, 38,F,10.52
653,GM,EQUINOX,LARANJA, 64,F,5.85
654,TOYOTA,HILUX,BRANCO, 55,F,20.53
655,HONDA,CRV,VERDE, 74,M,3.91
656,GM,TRACKER,VERDE, 60,M,7.52
657,VV,GOL,PRETO, 59,F,9.10
658,TOYOTA,HILUX,PRATA, 66,F,14.96
659,VV,VIRTUS,CINZA, 82,M,11.70
660,FIAT,PALIO,AZUL, 41,M,12.34
661,FIAT,CRONOS,CINZA, 37,M,12.81
662,JEEP,COMPASS,PRATA, 50,M,7.95
663,VV,JETTA,AZUL, 96,M,20.09
664,HYUNDAI,HB20,CINZA, 22,M,17.17
665,VV,TAOS,AZUL, 91,M,16.40
666,JEEP,COMMANDER,AZUL, 85,M,8.13
667,GM,S10,PRETO, 59,F,13.24
668,JEEP,COMMANDER,BRANCO, 86,M,13.18
669,FIAT,TORO,VERDE, 51,M,9.88
670,VV,SAVEIRO,AZUL, 96,M,17.99
671,FIAT,TORO,CINZA, 33,M,13.23
672,VV,POLO,PRATA, 71,F,14.04
673,JEEP,COMMANDER,CINZA, 60,F,7.49
674,HONDA,CIVIC,PRATA, 40,M,8.21
675,GM,EQUINOX,AZUL, 82,M,7.63
676,FIAT,MOBI,CINZA, 53,F,3.67
677,FIAT,UNO,PRATA, 89,F,17.76
678,VV,TAOS,PRETO, 51,F,11.46
679,HONDA,HRV,PRETO, 48,F,6.09
680,VV,JETTA,AZUL, 51,M,12.07
681,FIAT,TORO,PRETO, 54,F,9.90
682,GM,EQUINOX,LARANJA, 66,F,6.19
683,HONDA,ZRV,PRATA, 56,F,5.15
684,HONDA,CIVIC,PRETO, 40,M,7.61
685,FIAT,CRONOS,CINZA, 96,M,20.11
686,HONDA,CRV,BRANCO, 44,F,5.07
687,FIAT,STRADA,CINZA, 64,M,16.35
688,JEEP,COMPASS,CINZA, 71,F,9.86
689,GM,ONIX,PRETO, 56,F,10.36
690,HONDA,CRV,AZUL, 90,F,4.70
691,VV,GOL,CINZA, 87,M,14.91
692,VV,TAOS,AZUL, 57,F,10.81
693,VV,SAVEIRO,PRATA, 36,F,12.90
694,VV,JETTA,AZUL, 89,F,17.60
695,TOYOTA,YARIS,CINZA, 28,F,12.05
696,TOYOTA,YARIS,LARANJA, 36,F,8.68
697,TOYOTA,COROLLACROSS,PRATA, 76,M,13.24
698,FIAT,STRADA,AZUL, 25,M,14.57
699,JEEP,RENEGADE,PRATA, 93,M,14.81
700,GM,TRACKER,CINZA, 19,M,11.65
701,TOYOTA,YARIS,AZUL, 47,M,8.29
702,FIAT,STRADA,VERDE, 58,F,12.65
703,GM,TRAILBLAZER,PRATA, 78,M,8.27
704,JEEP,RENEGADE,AZUL, 84,M,11.37
705,FIAT,UNO,CINZA, 55,M,13.77
706,FIAT,PALIO,PRATA, 75,F,15.96
707,GM,S10,VERDE, 77,F,14.90
708,VV,VIRTUS,CINZA, 70,F,9.82
709,HYUNDAI,HB20,AZUL, 43,M,11.08
710,VV,JETTA,BRANCO, 38,F,20.88
711,HONDA,CRV,VERDE, 84,F,4.23
712,JEEP,COMPASS,BRANCO, 68,M,12.89
713,VV,GOL,PRATA, 78,F,11.78
714,GM,MONTANA,PRETO, 75,F,10.31
715,FIAT,CRONOS,AZUL, 86,M,6.43
716,JEEP,COMPASS,LARANJA, 33,M,7.68
717,JEEP,COMPASS,PRETO, 83,F,10.03
718,VV,TCROSS,LARANJA, 49,M,8.16
719,JEEP,RENEGADE,PRATA, 95,F,15.03
720,HYUNDAI,HB20,CINZA, 78,M,17.04
721,GM,TRAILBLAZER,BRANCO, 54,F,9.38
722,HONDA,CRV,PRETO, 21,F,3.92
723,FIAT,STRADA,CINZA, 45,F,15.20
724,HONDA,CRV,PRETO, 88,F,4.62
725,HONDA,WRV,VERDE, 58,F,4.50
726,GM,ONIX,PRETO, 52,M,10.16
727,VV,GOL,CINZA, 19,F,13.20
728,GM,TRACKER,AZUL, 40,F,7.39
729,GM,EQUINOX,PRETO, 44,M,6.17
730,HONDA,CRV,CINZA, 63,F,4.06
731,VV,JETTA,PRATA, 85,M,18.95
732,HONDA,HRV,PRATA, 32,F,7.07
733,JEEP,COMPASS,VERDE, 90,F,10.44
734,FIAT,ARGOS,CINZA, 36,M,9.51
735,VV,TAOS,PRETO, 43,M,11.82
736,VV,POLO,VERDE, 27,M,13.12
737,GM,EQUINOX,VERDE, 66,F,6.25
738,HONDA,CRV,PRETO, 28,F,3.83
739,HONDA,FIT,PRATA, 37,M,5.42
740,HONDA,HRV,VERDE, 98,M,10.37
741,HYUNDAI,CRETA,LARANJA, 69,F,7.69
742,TOYOTA,YARIS,CINZA, 86,F,14.32
743,JEEP,RENEGADE,PRATA, 48,F,9.49
744,HYUNDAI,CRETA,PRETO, 23,F,9.22
745,TOYOTA,HILUX,BRANCO, 99,M,35.25
746,FIAT,CRONOS,PRATA, 25,F,12.70
747,FIAT,CRONOS,PRETO, 96,M,7.91
748,HYUNDAI,HB20,AZUL, 43,M,11.05
749,TOYOTA,COROLLA,PRETO, 33,F,6.40
750,TOYOTA,YARIS,BRANCO, 51,F,13.63
751,HYUNDAI,HB20,PRETO, 39,M,11.95
752,VV,GOL,CINZA, 83,M,14.12
753,FIAT,TORO,AZUL, 40,F,9.87
754,TOYOTA,HILUX,PRETO, 51,M,12.94
755,HONDA,WRV,LARANJA, 69,M,5.01
756,GM,TRACKER,VERDE, 90,M,10.96
757,TOYOTA,COROLLACROSS,LARANJA, 28,M,10.71
758,GM,EQUINOX,PRETO, 64,F,6.23
759,FIAT,STRADA,LARANJA, 38,M,12.35
760,TOYOTA,COROLLA,PRATA, 62,F,6.36
761,HONDA,CIVIC,LARANJA, 68,F,7.22
762,TOYOTA,HILUX,PRATA, 27,F,15.78
763,HONDA,WRV,CINZA, 79,M,7.11
764,TOYOTA,COROLLACROSS,AZUL, 98,F,15.97
765,JEEP,RENEGADE,CINZA, 24,F,12.24
766,VV,GOL,AZUL, 33,M,9.13
767,VV,GOL,VERDE, 20,M,10.97
768,FIAT,STRADA,PRATA, 73,F,15.94
769,FIAT,CRONOS,PRETO, 51,M,4.74
770,FIAT,STRADA,PRATA, 94,M,22.13
771,HONDA,HRV,PRATA, 24,M,7.97
772,VV,POLO,CINZA, 24,M,16.75
773,FIAT,ARGOS,AZUL, 73,M,8.32
774,GM,EQUINOX,AZUL, 91,F,8.77
775,FIAT,CRONOS,LARANJA, 49,F,4.54
776,TOYOTA,HILUX,AZUL, 44,F,11.99
777,JEEP,COMMANDER,VERDE, 83,F,7.59
778,JEEP,COMPASS,PRATA, 92,M,12.49
779,TOYOTA,YARIS,PRATA, 93,F,14.42
780,JEEP,RENEGADE,CINZA, 86,F,14.19
781,VV,TAOS,PRETO, 86,M,16.15
782,VV,VIRTUS,AZUL, 85,M,9.79
783,TOYOTA,COROLLA,CINZA, 83,M,9.75
784,HONDA,CRV,CINZA, 68,F,4.09
785,HONDA,CITY,LARANJA, 41,F,5.69
786,FIAT,CRONOS,CINZA, 60,F,12.45
787,VV,TCROSS,AZUL, 49,M,8.41
788,FIAT,UNO,PRATA, 64,F,12.84
789,HONDA,CRV,PRETO, 82,M,4.57
790,FIAT,ARGOS,PRETO, 97,F,12.29
791,VV,JETTA,AZUL, 55,F,12.01
792,VV,POLO,PRETO, 55,F,11.68
793,GM,TRACKER,PRETO, 42,F,7.75
794,HONDA,ZRV,AZUL, 60,F,4.41
795,GM,SPIN,PRETO, 68,M,3.93
796,HYUNDAI,CRETA,VERDE, 68,F,7.86
797,HONDA,CRV,LARANJA, 41,F,3.07
798,HONDA,WRV,AZUL, 61,M,4.63
799,JEEP,COMMANDER,LARANJA, 19,M,7.29
800,TOYOTA,YARIS,PRATA, 99,F,15.96
801,VV,VIRTUS,LARANJA, 86,M,9.85
802,JEEP,RENEGADE,CINZA, 55,F,10.23
803,TOYOTA,YARIS,CINZA, 49,M,10.60
804,HONDA,ZRV,BRANCO, 96,M,12.18
805,HYUNDAI,CRETA,VERDE, 21,F,8.68
806,TOYOTA,HILUX,AZUL, 83,M,16.26
807,FIAT,TORO,PRETO, 76,M,12.37
808,JEEP,COMMANDER,CINZA, 48,M,7.26
809,HONDA,HRV,LARANJA, 18,F,7.22
810,VV,POLO,BRANCO, 22,M,22.55
811,FIAT,TORO,CINZA, 80,M,15.61
812,VV,POLO,CINZA, 85,M,19.12
813,GM,TRAILBLAZER,BRANCO, 73,F,10.91
814,TOYOTA,HILUX,PRETO, 56,M,13.23
815,VV,SAVEIRO,AZUL, 44,F,10.53
816,JEEP,COMMANDER,CINZA, 48,M,7.25
817,HONDA,HRV,CINZA, 97,M,12.32
818,GM,TRACKER,PRETO, 29,M,8.47
819,FIAT,STRADA,PRATA, 62,F,14.14
820,HONDA,ZRV,PRATA, 20,M,6.63
821,GM,EQUINOX,AZUL, 91,M,8.93
822,JEEP,RENEGADE,BRANCO, 27,M,16.07
823,TOYOTA,HILUX,PRETO, 69,M,14.47
824,VV,TAOS,VERDE, 47,M,11.22
825,VV,GOL,BRANCO, 50,F,13.31
826,HONDA,CIVIC,PRETO, 41,M,7.65
827,JEEP,COMMANDER,PRATA, 40,F,6.26
828,FIAT,UNO,CINZA, 35,F,14.45
829,VV,POLO,VERDE, 50,F,11.09
830,VV,JETTA,PRETO, 75,F,15.00
831,HONDA,CRV,PRATA, 30,M,4.03
832,JEEP,RENEGADE,VERDE, 57,M,8.58
833,TOYOTA,HILUX,AZUL, 31,F,13.18
834,HYUNDAI,CRETA,CINZA, 64,M,9.54
835,FIAT,MOBI,CINZA, 31,M,4.30
836,FIAT,MOBI,BRANCO, 53,F,4.70
837,JEEP,COMMANDER,PRETO, 53,M,6.17
838,VV,TCROSS,CINZA, 50,F,10.08
839,FIAT,MOBI,BRANCO, 40,M,5.31
840,HONDA,HRV,BRANCO, 77,F,11.09
841,HYUNDAI,CRETA,CINZA, 61,F,9.15
842,VV,SAVEIRO,AZUL, 48,F,10.67
843,GM,S10,AZUL, 39,M,12.56
844,GM,TRAILBLAZER,AZUL, 33,F,5.85
845,HONDA,CITY,PRETO, 99,M,10.72
846,HONDA,FIT,VERDE, 83,F,6.14
847,HONDA,ZRV,CINZA, 58,F,5.67
848,HONDA,CRV,PRETO, 79,M,4.36
849,GM,TRACKER,PRETO, 57,F,7.43
850,JEEP,RENEGADE,AZUL, 83,M,11.10
851,TOYOTA,HILUX,PRETO, 53,M,12.86
852,GM,SPIN,PRATA, 33,F,3.47
853,JEEP,RENEGADE,VERDE, 37,M,8.90
854,JEEP,RENEGADE,AZUL, 69,F,9.21
855,JEEP,RENEGADE,LARANJA, 28,M,9.54
856,FIAT,TORO,CINZA, 70,M,13.57
857,HYUNDAI,CRETA,CINZA, 27,F,10.41
858,FIAT,MOBI,VERDE, 98,F,5.51
859,HYUNDAI,HB20,LARANJA, 34,M,11.49
860,FIAT,CRONOS,PRATA, 20,M,13.84
861,TOYOTA,YARIS,LARANJA, 90,F,12.00
862,FIAT,UNO,PRETO, 66,F,12.45
863,FIAT,CRONOS,VERDE, 28,M,11.37
864,GM,S10,PRATA, 63,F,14.06
865,VV,VIRTUS,VERDE, 80,F,9.32
866,FIAT,FASTBACK,VERDE, 58,M,8.81
867,GM,S10,CINZA, 62,M,16.10
868,GM,ONIX,LARANJA, 74,F,11.05
869,JEEP,COMMANDER,AZUL, 67,F,5.84
870,HONDA,FIT,LARANJA, 71,M,4.96
871,FIAT,CRONOS,VERDE, 60,F,9.95
872,GM,TRACKER,AZUL, 95,F,10.97
873,HONDA,CRV,LARANJA, 62,M,3.43
874,FIAT,FASTBACK,CINZA, 35,F,11.01
875,GM,TRACKER,LARANJA, 22,F,8.17
876,TOYOTA,YARIS,PRATA, 84,F,12.59
877,JEEP,RENEGADE,AZUL, 32,F,8.73
878,HONDA,ZRV,VERDE, 27,M,5.32
879,JEEP,COMPASS,AZUL, 86,F,9.76
880,JEEP,COMMANDER,PRATA, 66,F,6.72
881,JEEP,RENEGADE,VERDE, 25,F,9.73
882,HONDA,CIVIC,VERDE, 18,M,9.41
883,HONDA,CRV,LARANJA, 81,M,4.12
884,FIAT,CRONOS,PRETO, 56,F,10.00
885,HYUNDAI,CRETA,CINZA, 48,M,8.73
886,HONDA,CRV,LARANJA, 26,F,3.84
887,JEEP,COMMANDER,PRETO, 33,M,6.79
888,GM,EQUINOX,PRETO, 90,F,8.82
889,JEEP,COMPASS,BRANCO, 87,M,16.41
890,VV,GOL,AZUL, 37,M,8.80
891,HONDA,FIT,PRETO, 33,F,5.18
892,HYUNDAI,CRETA,BRANCO, 50,F,11.69
893,TOYOTA,COROLLA,VERDE, 81,F,7.40
894,FIAT,CRONOS,CINZA, 94,M,9.01
895,FIAT,STRADA,BRANCO, 76,F,24.52
896,JEEP,RENEGADE,AZUL, 18,F,10.74
897,VV,JETTA,LARANJA, 38,F,12.05
898,VV,SAVEIRO,VERDE, 58,M,11.32
899,GM,SPIN,LARANJA, 95,F,4.89
900,FIAT,STRADA,VERDE, 57,M,12.67
901,JEEP,RENEGADE,AZUL, 89,M,12.28
902,TOYOTA,HILUX,LARANJA, 21,M,14.86
903,GM,TRACKER,PRATA, 47,F,7.73
904,VV,POLO,AZUL, 37,F,11.29
905,VV,TAOS,CINZA, 87,F,19.37
906,VV,TCROSS,AZUL, 66,F,9.08
907,GM,ONIX,LARANJA, 61,M,9.87
908,GM,EQUINOX,PRATA, 77,M,7.94
909,HONDA,ZRV,PRATA, 38,M,5.32
910,FIAT,PALIO,BRANCO, 31,F,22.58
911,HONDA,HRV,PRATA, 24,M,7.86
912,GM,TRACKER,VERDE, 97,F,11.80
913,JEEP,COMMANDER,PRETO, 46,M,6.06
914,FIAT,PALIO,PRATA, 30,F,14.98
915,JEEP,RENEGADE,LARANJA, 33,M,8.90
916,FIAT,UNO,BRANCO, 74,F,21.10
917,JEEP,COMPASS,PRETO, 64,M,7.84
918,FIAT,PALIO,BRANCO, 75,F,24.22
919,FIAT,PALIO,LARANJA, 35,F,12.59
920,FIAT,STRADA,LARANJA, 86,M,16.70
921,JEEP,RENEGADE,PRATA, 99,M,16.34
922,GM,EQUINOX,PRATA, 35,F,6.64
923,HONDA,CRV,AZUL, 83,F,4.32
924,FIAT,PALIO,BRANCO, 24,M,24.61
925,FIAT,MOBI,PRETO, 55,M,3.60
926,GM,EQUINOX,CINZA, 31,F,7.64
927,HONDA,WRV,BRANCO, 91,M,10.93
928,GM,TRACKER,AZUL, 34,F,7.74
929,GM,ONIX,AZUL, 42,F,9.61
930,JEEP,COMPASS,LARANJA, 40,M,7.09
931,GM,ONIX,PRETO, 32,F,11.18
932,JEEP,COMPASS,AZUL, 31,M,7.85
933,GM,S10,PRATA, 26,F,16.13
934,GM,SPIN,PRATA, 27,M,4.14
935,VV,VIRTUS,LARANJA, 50,F,6.49
936,FIAT,FASTBACK,AZUL, 60,M,8.61
937,HONDA,HRV,AZUL, 35,M,6.18
938,JEEP,COMMANDER,PRETO, 79,M,7.65
939,VV,POLO,CINZA, 36,M,14.47
940,TOYOTA,COROLLA,BRANCO, 25,F,10.81
941,VV,TAOS,CINZA, 53,F,13.84
942,FIAT,UNO,PRETO, 63,M,12.29
943,HYUNDAI,HB20,BRANCO, 61,F,18.87
944,GM,TRACKER,LARANJA, 63,M,7.34
945,VV,VIRTUS,PRETO, 65,F,7.92
946,TOYOTA,COROLLACROSS,BRANCO, 73,F,18.30
947,JEEP,COMMANDER,AZUL, 44,M,5.83
948,HYUNDAI,HB20,LARANJA, 57,F,10.58
949,HYUNDAI,CRETA,PRATA, 97,M,13.55
950,FIAT,CRONOS,VERDE, 80,F,12.27
951,VV,TAOS,CINZA, 63,M,14.52
952,HONDA,FIT,PRATA, 58,F,5.04
953,VV,VIRTUS,PRETO, 95,F,11.76
954,GM,TRAILBLAZER,AZUL, 80,M,7.34
955,VV,TCROSS,PRATA, 96,F,15.49
956,VV,GOL,PRATA, 35,M,10.13
957,HONDA,ZRV,BRANCO, 47,M,7.39
958,JEEP,RENEGADE,PRATA, 61,F,9.29
959,TOYOTA,HILUX,LARANJA, 55,F,11.66
960,TOYOTA,COROLLACROSS,PRETO, 52,F,10.23
961,HONDA,HRV,LARANJA, 40,M,5.87
962,JEEP,RENEGADE,PRETO, 46,F,8.79
963,JEEP,COMMANDER,PRETO, 70,F,6.90
964,HONDA,CITY,LARANJA, 28,F,6.06
965,VV,POLO,CINZA, 78,M,17.10
966,GM,MONTANA,LARANJA, 48,M,8.17
967,GM,MONTANA,VERDE, 81,M,11.06
968,VV,VIRTUS,BRANCO, 78,M,14.28
969,GM,S10,PRATA, 73,F,15.64
970,VV,SAVEIRO,CINZA, 21,F,17.19
971,FIAT,FASTBACK,LARANJA, 63,F,8.20
972,FIAT,CRONOS,PRATA, 29,F,11.99
973,VV,SAVEIRO,PRETO, 22,M,14.50
974,FIAT,PALIO,CINZA, 19,M,19.95
975,GM,EQUINOX,CINZA, 96,M,11.94
976,GM,ONIX,AZUL, 58,F,9.37
977,HONDA,FIT,LARANJA, 38,F,4.59
978,VV,POLO,CINZA, 37,M,14.34
979,TOYOTA,COROLLA,CINZA, 65,M,7.88
980,TOYOTA,YARIS,AZUL, 81,F,10.45
981,GM,TRACKER,CINZA, 89,F,12.60
982,GM,TRACKER,LARANJA, 23,F,8.13
983,FIAT,TORO,PRETO, 31,F,10.90
984,FIAT,TORO,CINZA, 27,F,14.01
985,VV,POLO,PRATA, 68,M,13.61
986,GM,SPIN,PRETO, 52,M,3.38
987,VV,GOL,AZUL, 78,F,9.86
988,GM,ONIX,PRATA, 44,F,10.92
989,JEEP,COMMANDER,VERDE, 50,F,6.03
990,JEEP,COMMANDER,CINZA, 54,M,7.38
991,HYUNDAI,CRETA,CINZA, 76,F,10.25
992,HYUNDAI,HB20,VERDE, 92,M,17.24
993,TOYOTA,YARIS,CINZA, 55,M,10.53
994,TOYOTA,COROLLACROSS,PRETO, 31,M,11.53
995,HYUNDAI,CRETA,LARANJA, 61,M,7.08
996,VV,JETTA,LARANJA, 46,F,11.61
997,GM,SPIN,CINZA, 47,M,3.98
998,VV,TAOS,AZUL, 43,F,10.86
999,JEEP,RENEGADE,VERDE, 28,M,9.98
1000,HYUNDAI,CRETA,PRATA, 20,F,9.81
1001,HONDA,CRV,AZUL, 63,M,3.41
1002,HONDA,FIT,PRETO, 70,F,5.27
1003,TOYOTA,COROLLACROSS,PRATA, 99,M,18.95
1004,JEEP,RENEGADE,VERDE, 68,F,9.08
1005,VV,TCROSS,LARANJA, 99,M,14.27
1006,HONDA,WRV,PRETO, 40,M,4.96
1007,FIAT,UNO,PRATA, 86,F,16.79
1008,JEEP,RENEGADE,LARANJA, 20,F,9.98
1009,VV,TAOS,LARANJA, 62,M,11.04
1010,GM,TRAILBLAZER,BRANCO, 29,M,10.64
1011,VV,JETTA,LARANJA, 26,F,14.02
1012,GM,TRACKER,VERDE, 97,F,11.65
1013,GM,ONIX,PRATA, 44,M,11.08
1014,HONDA,CRV,VERDE, 89,M,4.97
1015,VV,GOL,AZUL, 50,F,7.94
1016,TOYOTA,COROLLA,VERDE, 97,M,10.13
1017,FIAT,CRONOS,AZUL, 40,M,4.79
1018,HONDA,FIT,CINZA, 24,F,6.46
1019,HONDA,CIVIC,PRETO, 28,F,8.62
1020,HONDA,CITY,VERDE, 42,F,5.68
1021,TOYOTA,HILUX,LARANJA, 74,M,14.11
1022,TOYOTA,COROLLACROSS,VERDE, 34,M,10.71
1023,GM,EQUINOX,PRATA, 48,F,6.51
1024,VV,VIRTUS,LARANJA, 97,M,11.66
1025,TOYOTA,HILUX,PRETO, 83,F,17.15
1026,FIAT,UNO,VERDE, 33,F,11.70
1027,FIAT,FASTBACK,CINZA, 48,M,10.44
1028,HONDA,FIT,PRATA, 92,F,7.86
1029,HYUNDAI,HB20,PRETO, 25,F,13.65
1030,TOYOTA,YARIS,PRETO, 42,F,8.94
1031,TOYOTA,YARIS,AZUL, 64,F,8.82
1032,JEEP,COMMANDER,AZUL, 45,F,5.88
1033,FIAT,UNO,VERDE, 83,M,14.85
1034,FIAT,PALIO,VERDE, 37,F,13.01
1035,FIAT,MOBI,PRETO, 89,F,4.65
1036,FIAT,ARGOS,AZUL, 68,F,7.88
1037,JEEP,RENEGADE,CINZA, 93,M,16.55
1038,JEEP,COMPASS,AZUL, 65,F,7.28
1039,JEEP,COMPASS,BRANCO, 72,F,13.02
1040,FIAT,STRADA,BRANCO, 31,F,22.20
1041,GM,ONIX,BRANCO, 19,M,20.78
1042,HYUNDAI,CRETA,PRATA, 87,F,10.97
1043,GM,TRAILBLAZER,PRATA, 18,M,8.55
1044,GM,TRAILBLAZER,PRATA, 28,F,7.09
1045,JEEP,RENEGADE,LARANJA, 82,M,10.84
1046,VV,VIRTUS,VERDE, 45,F,7.32
